SiteName,Region,Period,TombID,BronzePeriod,NoInterRegionalPotImports,InterRegionalPotImportDesc,NoInternPotImports,InternPotImportsDesc,NoLocalPots,LocalPotsDesc,NoRitualItems,RitualItemDesc,NoFeastingSpecial,FeastingSpecialDesc,NoCuLocalArtifacts,CuLocalArtifactsDesc,NoBrzArtifacts,BrzArtifactsDesc,NoOtherMetalImports,OtherMetalImportsDesc,NoAnimalBone,AnimalBoneDesc,NoOtherInterRegionalImport,OtherInterRegionalImportDesc,NoOtherInternationalImport,OtherInternationalImportDesc,NoOtherLocalGoods,OtherLocalGoodsDesc,NoIntraRegionalPotImport,IntraRegionalImportPotDesc,NoIntraRegionalImport,IntraRegionalImportDesc,NoLocalPicrolite,PicroliteDesc,NoPicroliteImport,NoTombdecor,MetalMakingSupIconDesc,TotalPots,TotalIntraRegionalGoods,TotalInterRegionalGoods,TotalInternationalGoods,TotalIdeology,TotalMinerals,TotalMetals,TotalLocal,TotalArtifacts,TotalImports,TotalFeasting,TotalLocalImport
Bellapais Vounous B,North,PreBA 2,144,MCI,2,BrP bowl 2,0,,66,"RP jug 4
RP bowl 9
RP juglet 31
RP spouted bowl 2
RPBT bowl 10
RP flask 1
RPBT flask 5
RPBT spouted bowl 2
RP dish 1
WP bowl 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,68,0,2,0,0,0,0,66,68,2,68,2
Bellapais Vounous B,North,PreBA 2,157,ECIII-MCI,2,"BrP or BP flask 1
BrP or RP juglet 1",0,,30,"RP juglet 8
RPBT flask 8
RP flask 1
RPBT bowl 9
RP jug 1
RP bowl 2
WP spouted dish 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,32,0,2,0,0,0,0,30,32,2,32,2
Bellapais Vounous B,North,PreBA 2,162,ECIII,0,,0,,38,"RP spouted bowl 3
RPBT bowl 17
RPBT spouted bowl 2
RP bowl 4
RP jug 6
RPBT flask 3
RP juglet 1
RP basin 1
RP amphora 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,38,0,0,0,0,0,0,38,38,0,38,0
Bellapais Vounous B,North,PreBA 2,131 Chamber A Total,ECIII,2,"BP flask 1
DPBC spouted bowl 1 (?)",0,,68,"WP juglet 1
RP juglet 4
RP jug 6
RPBT flask 2
RP amphora 5
RPBT bowl 29
RP dish 1
RPBT spouted goblet 1
RP spouted bowl 5
RP basin 5
RP bowl 7
RP spouted bottle 1
RPBT spouted bowl 1",1,BrP brush model 1,1,RPBT spouted goblet 1,4,"Arsenical copper pin (tested) 1
Copper alloyed with zinc pin (tested) 1
Copper based pins (untested) 2",0,,0,,0,,2,"BrP brush model 1
BP spindle whorl 1",0,,0,,0,,0,,0,,0,0,,70,0,4,0,1,4,4,72,76,4,71,4
Deneia Kafkalla,Central,Philia,166,Philia,0,,0,,14,"RS (Philia) juglet 1
RP (Philia) I jar 1
RP (Philia) I amphoriskos 1
RP (Philia) I jug 2
RP (Philia) I bottle 1
RP (Philia) I goblet 1
RP (Philia) I gourd bottle 1
RP (Philia) I vase (?) 1
RP (Philia) I flask 1
RP (Philia) Coarse stemmed foot (?) 1
RP (Philia) I juglet 1
WPIA (Philia) small bowl 1
White Coarse ware bowl 1",0,,0,,1,Copper/Bronze set of 2 earrings counted as 1 object,0,,0,,0,,0,,0,,2,"BP spindlewhorl 1
Andesite small bowl 1",0,,0,,0,,0,0,,14,0,0,0,0,1,1,17,17,0,14,0
Deneia Kafkalla,Central,PreBA 2,6,MCI,5,"RPIII gourd jug 1
RPIV punctured small tankard 1
DP gourd jug 2
DP lg gourd jug 1",0,,132,"RPIII Deneia monster jug 1
WPIII jug 5
WPIII jug 2
WPIII small jug 3
WPIII juglet 1
WPIV small jug 5
WPIII-IV small jug 1
WPIV tripod juglet 2
WPIV juglet 4
WPIV tankard 4
WPIII tankard 1
WPIII amphora 1
WPIV amphora 1
WPV amphora 1
WPIV small flask 1
WPIV deep bowl 2
WPIV stringhole bowl 1
WPIV cup 1
WPII-III cup 1
WPIII spouted bowl 2
WPIII-IV bowl 1
WPIV shallow bowl 1
WPIV-V jar 1
WPIII shallow bowl 1
WPIV deep small bowl 1
WPIV composite vessel 1
Composite ware bowl 6
BSII amphora 1
BSII hemispherical bowl 2
BSI or II jug 1
BSII lg jug 1
BSII tankard 2
BSII lg jug or amphora 1
BSII jug 1
BSII small amphora 1
BSIII juglet 1
BSI or IIA lg jug 1
BP hemispherical bowl 3
BP hemispherical shallow bowl 1
BP deep bowl 1
BP jug 1
BP juglet 3
BP tripod juglet 1
BP bottle 1
BP amphoriskos 1
RPII bowl 21
RPIIBT bowl 3
RPIII goblet 1
RPIII bowl 11
RPIII jug 1
RPII gourd juglet (local) 1
RPIII amphroid jug 2
RPIV small gourd jug 1
RPIII amphora 1
RS hemispherical bowl 2
RS lg deep bowl 1
RS jug 3
RS juglet 1
RS tankard 1
RPIII w/brown slip amphora 1
RPIII-IV w/brown slip 3
RPIII-IV w/brown slip jug 2",0,,5,"WPIV composite vessel 1
RPIII goblet/pedestal bowl 1
WPIV cup 1
WPII-III cup 1
RPIII goblet 1",0,,0,,0,,0,,0,,0,,22,"BP Spindle whorl 20
Stone spindle whorl 1
Stone spheroid loomweight or club-head 1",0,,0,,0,,0,0,,137,0,5,0,0,0,0,154,159,5,142,5
Deneia Kafkalla,Central,PreBA 2,34,"MCII-MCIII, LCI",8,"WPIII jar 1
RonB bowl 2
RonB lg closed 2
RPIII bowl 1
WPIV lg closed 1
WPIV juglet 1",0,,98,"RP II bowl 1
RP III bowl 5
RP III small closed 1
RP III jug 1
RP III juglet 1
RPIV bowl 16
RPIV small closed 1
RPIV juglet 1
BS II local juglet 3
BS II local jug 2
BS II local tankard 2
BS II lg closed 1
WPV bowl 12
WPV jar 4
RPBT bowl 7
WPIII bowl 1
WPIII lg closed 2
WPIV bowl 9
WPIV lg closed 3
WPIV jar 1
WPIV small closed 3
WPIV juglet 2
MC cooking pot 2
MC Coarse jar 3
RS lg closed 1
RS flask 1
RS small closed 1
RSIII flask 1
RSIII juglet 1
BSII uncertain 1
BSII lg closed 2
BSII small closed 1
BP bowl 3
BSIII small closed 1
BSII large closed 1",0,,0,,1,Metal cylinder- bead 1,0,,0,,0,,0,,1,"Faience beads, 900 small beads forming one necklace 1",1,Stone marker 1,0,,0,,0,,0,0,,106,0,8,1,0,1,1,100,109,9,106,8
Deneia Kafkalla,Central,PreBA 2,185,"MCI-III, MCII-III",1,BS II jug 1,0,,23,"RP III jug 2
RP III closed vessel 1
RPIV spouted bowl 1
RPIV juglet 1
RPBT bowl 5
WPIII jar 1
WPIII juglet 2
WPIII jug 1
WPIV bowl 5
WP Composite small open 1
BP bowl 2
BP juglet 1",0,,0,,0,,0,,0,,0,,0,,0,,1,Stone marker 1,0,,0,,0,,0,0,,24,0,1,0,0,0,0,24,25,1,24,1
Deneia Kafkalla,Central,PreBA 2,215,"MCII-LCI, MCIII",5,"RonR bowl 1
RonB small closed 1
WPII jug 1
BSI jug 1
WPIV juglet 1",0,partially undisturbed,53,"RPIII bowl 1
RPIII sall closed 1
RPIIII lg closed 1
RPIII jug 2
RPIII juglet 1
RPIII jar 1
RPIII-IV jug 1
RPIV lg bowl 2
RPIV bowl 3
RPIV amphora 2
RPIV jug 7
RPIV juglet 1
RPIV strainer jug 1
RS small closed 1
RS spouted flask 2
MC Course jar 1
MC Cooking pot 1
BS II juglet 1
BS II jug 1
RPBT bowl 1
WPIII bowl 3
WPIII jug 3
WPIV bowl 1
WPIV jug 1
WPIV cup 1
WPIV small closed 1
WPIV tankard 1
WPV tankard 1
WPV jar 1
BP bowl 1
BSII bottle 1
BSIII small closed 1
BSII lg closed 2
BSII small closed 2
WPIV bowl with cup projection 1",0,,3,"WPIV bowl with cup projection 1
RPIV strainer jug 1
WPIV cup 1",2,"Copper based cylindrical bead 1
Copper bades blade fragment 1",0,,0,,0,,0,,0,,4,Stone markers 4,0,,0,,0,,0,0,,58,0,5,0,0,2,2,59,64,5,61,5
Deneia Kafkalla,Central,PreBA 2,294,"MCII-MCIII, MCIII",1,WPII small closed 1,0,,37,"RPIII small closed 2
RPIV small closed 5
RPIV bowl 1
RPIV juglet 2
RPIV lg closed 1
RPBT bowl 2
BS juglet 1
BS flask 1
WPIII bowl 2
WPIII lg closed 1
WPIII jug 1
WPIII juglet 2
WPIII small closed 1
WPIV bowl 2
WPIV small closed 3
WPIV juglet 4
BP small closed 1
WPII cup 2
WPIV cup 2
MC cooking pot 1",0,,4,"WPII cup 2
WPIV cup 2",0,,0,,0,,0,,0,,0,,2,BP Spindle whorl 2,0,,0,,0,,0,0,,38,0,1,0,0,0,0,39,40,1,42,1
Deneia Kafkalla,Central,PreBA 2,329,MCI,0,,0,,1,RPBT bowl 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,1,0,0,0,0,0,0,1,1,0,1,0
Deneia Kafkalla,Central,PreBA 2,763,"MCI-MCIII, MCII-III",2,"RPIII gourd juglet 1
RonB lg closed 1",0,,50,"BP juglet 2
BP bowl 9
RPBT bowl 13
RPIII bowl 5
RPIII amphora 2
RPIII juglet 3
RPIII jug 4
RPIII lg closed 4
RPIII lg closed with quadruped 1
RPIV jug 3
WPIV lg closed 1
MC cooking sm closed 1
MC cooking pot 1
WPIA amphora 1?",2,"RPIII lg closed vessel with quadruped 1
RPIII anthropomorphic/plank figurine 1",0,,0,,0,,0,,0,,0,,0,,3,BP spindle whorls 3,0,,1,RPIII anthropomorphic/plank figurine 1,0,,0,0,,52,1,2,0,2,0,0,53,56,3,52,3
Deneia Kafkalla,Central,PreBA 2,764,"MCI-LCI, MCI-II",1,BonR small closed 1,0,,37,"RPIII bowl 10
RPIII jug 3
RPIII lg closed 3
RPIII amphora 2
RPIII juglet 1
RPBT bowl 6
BP bowl 4
BP shallow dish 1
BP small closed 1
BP flask 1
MC cooking pot 4
WPIV juglet 1",0,,0,,0,,0,,0,,0,,0,,0,,3,"BP spindle whorl 2
Stone marker 1",0,,0,,0,,0,0,,38,0,1,0,0,0,0,40,41,1,38,1
Deneia Kafkalla,Central,PreBA 2,772,"MCI-LCI, MCI-II",1,Related WP bowl 1,0,,47,"RPBT bowl 7
RPI-II bowl 1
RPIII small closed 2
RPIII bowl 6
RPIII lg closed 4
RPIII amphora 4
RPIII pan 1
RPIII gourd juglet 2
RPIV bowl 2
RPIV jug 1
RPIV juglet 1
MC cooking pot 6
WPIV bowl 1
WPIV juglet 1
BP bowl 3
BP juglet 1
BrP bowl 1
BSIII small closed 1
RPIII uncertain 2",0,,0,,0,,0,,0,,0,,0,,0,,2,"BP spindle whorl 1
Stone marker 1",0,,0,,0,,0,0,,48,0,1,0,0,0,0,49,50,1,48,1
Deneia Kafkalla,Central,PreBA 2,781,"MCI-LCII, MCII",2,"WPV small closed 1
DP jug 1",0,,29,"RPBT bowl 8
BP small closed 1
RPIII lg closed 3
RPIII bowl 3
RPIII small closed 1
RPIII juglet 1
RPIII jug 1
RPIV small closed 1
WPIII lg closed 1
WPIII small closed 2
WPIII bowl 1
WPIV lg closed 2
WPIV juglet 1
WPIV small closed 1
BSII bowl 1
BSII jug 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,31,0,2,0,0,0,0,29,31,2,31,2
Deneia Kafkalla,Central,PreBA 2,782,"MCI-LCIII, MCI-II",1,RPIII gourd juglet 1,0,,61,"BP bowl 12
BP small closed 3
BP jar 1
RPBT bowl 6
RPIII juglet 15
RPIII bowl 2
RPIII jug 3
BrP bowl 2
BP juglet 2 
BP dish 1
BP flask 1
RPIII small closed 4
RPIII amphroid/dipper 1
RPIII lg closed 4
RPIII uncertain 2
RS juglet 1
RPIII spouted bowl 1",1,RPIII anthropomorphic/plank figurine 1,0,,0,,0,,0,,0,,0,,0,,1,BP spindle whorl 1,0,,1,RPIII anthropomorphic/plank figurine 1,0,,0,0,,62,1,1,0,1,0,0,62,64,2,62,2
Deneia Kafkalla,Central,PreBA 2,787,"MCI-III, LC",2,"BSII jug 1
WPIV juglet with tripod base 1",0,,61,"RPBT bowl 11
RPIII juglet 2
RPIII small closed 5
RPIII lg closed 3
RPIII jug 3
RPIII Deneia bowl 1
RPIII bowl 3
RPIV bowl 8
RPIV juglet 1
RPIV lg closed 1
RPIV small closed 2
BSII jug 1
BSII flask 1
BSII small closed 1
BP small closed 2
BP bowl 2
MC cooking pot 1
MC coarse lg closed 1
WPIII juglet 1
WPIII jug 1
WP composite bowl 1
WPIV small closed 1
WPIV small open 1
WPIV bowl 1
WPIV juglet 2
RS flask 1
RS juglet 1
BSII bowl 1
WPV small closed 1",0,,0,,0,,0,,0,,0,,0,,0,,2,"BP spindle whorl 1
Stone marker 1",0,,0,,0,,0,0,,63,0,2,0,0,0,0,63,65,2,63,2
Deneia Kafkalla,Central,PreBA 2,789,"MCI-MCIII, LCI-III",12,"WPV lg closed 1
WPV small closed 1
WP composite bowl 1
BSII jugs 3
BSII juglets 1
RPIII gourd juglet 2
WPIV lg closed 1
DP small closed 1
DP lg closed 1",0,,300,"BP bowl 30
BP juglet/flask 2
BP small closed 1
BP flask 1
RPBT bowl 86
WPIII jug 3
WPIII lg closed 1
WPIII juglet 2
WPIII bowl 2
WPIV jug 9
WPIV juglet 6
WPIV flask 3
WPIV tankard 1
WPIV bowl 8
WPIV small closed 2
WPIV lg closed 2
WPIV cup 1
WPIV ring vase 1
WPIV uncertain 1 
WP composite bowl 7
WPIII small closed 1
BP dish 2
BSII tankard 4
BSII lg closed 4
BSII jugs 2
BSII bowls 2
RS tankard 3
RS small closed 1
RS jug 1
RS bowl 1
BrP bowl 1
MC cooking pot 3
MC Coarse jar 3
RPIII lg closed 16
RPIII uncertain 1
RPIII bowl 27
RPIII jug 12
RPIII gourd juglet 7
RPIII juglet 2
RPI-II bowl 1
RPIII composite vessel 1
RPIII small closed 3
RPIII closed vessel with quadruped 1
RPIV flask 1
RPIV amphora 1
RPIV juglet 4
RPIV bowl 17
RPIV jug 5
RPIV spouted bowl 1
RPIV closed 1
RPIV bowl with cup projections 1
uncertain 1",4,"RPIII closed vessel with quadruped 1
RPIII anthropomorphic/plank figurine 1
BP zoomorphic bull figurine 1
RPIV bowl with cup projections 1",4,"RPIII composite vessel 1
WP composite bowl 1
WPIV cup 1
WPIV ring vase 1",7,"Metal barbless arrowhead 1
Metal pin 1
Metal rivet 1
Metal small solid cylinder 1
Metal knife butt 1
Metal thin triangular frags 2",0,,0,,0,,0,,1,Faience beads 1,15,"RP spindle whorl 1
BP spindle whorl 10
BP zoomorphic figurine/bull figurine, highly decorated 1
Stone maker 3",0,,1,RPIII anthropomorphic/plank figurine 1,0,,0,0,,312,1,12,1,4,7,7,322,336,14,316,13
Deneia Kafkalla,Central,PreBA 2,797,MCI,1,RPIII gourd juglet 1,0,,4,"RPBT bowl 1
BP bowl 1
BSI bowl 1
WPII bowl 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,5,0,1,0,0,0,0,4,5,1,5,1
Deneia Kafkalla,Central,PreBA 2,920,MCI,0,,0,,4,"RPIII bowl 1
RPIII juglet 3",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,4,0,0,0,0,0,0,4,4,0,4,0
Deneia Kafkalla,Central,PreBA 2,G.W. 1,MCII,2,"WPII jug 1
WPII hemispherical bowl 1",0,,38,"BP bottle 1
BP juglet 2
BP hemispherical bowl 1
BSII tankard 1
WPIII jug 3
WPIV string hole jug 2
WPIV jug 1
WPIV small jug 1
WPIII amphora 1
WPIV amphora 1
WPIV string hole flask 1
WPIV tankard 2
WPII-III hemispherical bowl 2
WPIV hemispherical bowl 2
WPIII hemispherical bowl 1
WPIV shallow bowl 1
WPIV small flask 1
BSII amphora 1
RPIV small jug 1
RPIIBT hemispherical bowl 1 + sherds
sherds of:
lg jug 1
small jugs 6
jugs 2
Spouted bowl 1
3 legged bowl 1",0,,0,,0,,0,,0,,0,,0,,0,,3,"RPIII spindlewhorl 2
RP circular counter 1 ?",0,,0,,0,,0,0,,40,0,2,0,0,0,0,41,43,2,40,2
Deneia Kafkalla tis Malis,Central,PreBA 2,55,"MCI-III, MCII-III",2,"BSII jug 1
RPIV punctured jar from South 1",0,,88,"RPBT bowl 11
RPIII bowl 10
RPIII lg closed 2
RPIII amphora 1
RPIII juglet 1
RPIV bowl 6
MC Coarse jar 3
BP bowl 4
BSII lg closed 7
BSII small closed 2
BSII bowl 1
BSII jug 1
RS tankard 3
RS jug 2
RS bowl 2
RS uncertain 1
RS lg closed 1
WPIII juglet 1
WPIII bowl 4
WPIII amphora 1
WPIV bowl 10
WPIV juglet 2
WPIV flask 1
WPIV small open 1
WPIV lg closed 1
WPIV amphora 1
WPV juglet 2
WPV jug 1
WPV tankard 2
WPV bowl 3",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,90,0,2,0,0,0,0,88,90,2,90,2
Deneia Kafkalla tis Malis,Central,PreBA 2,56,"MCI-III, MCII-III",0,,0,,68,"RPBT bowl 25
BP bowl 7
BP dish 1
BP juglet 1
RS lg closed 1
RPIII bowl 5
RPIII lg closed 4
RPIII amphora 3
MC Coarse jar 1
WPIV cup 2
WPIII cup 1
WPIII bowl 7
WPIII small closed 1
WPIII lg closed 1
WPIV bowl 5
WP Composite bowl 1
WPIV lg closed 1
WPV bowl 1",0,,3,"WPIV cup 2
WPIII cup 1",0,,0,,0,,0,,0,,0,,2,BP spindle whorl 2,0,,0,,0,,0,0,,68,0,0,0,0,0,0,70,70,0,71,0
Deneia Kafkalla tis Malis,Central,PreBA 2,172,MCI,0,,0,,14,"RPBT bowl 3
RPIII bowl 4
RPIII lg closed 3
RPIII amphora 2
BP bowl 2",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,14,0,0,0,0,0,0,14,14,0,14,0
Episkopi Phaneromeni,South,PreBA 1,2,EC II-III,0,,0,,1,"Disturbed
Unslipped small hemispherical bowl 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,1,0,0,0,0,0,0,1,1,0,1,0
Episkopi Phaneromeni,South,PreBA 1,3,EC II-III,0,,0,,1,"Disturbed 
Unslipped small hemispherical bowl 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,1,0,0,0,0,0,0,1,1,0,1,0
Episkopi Phaneromeni,South,PreBA 1,11,EC II-III,0,,0,,7,"Jug broken 1
RP 1 hand jug 2
RP shallow spouted bowl 1
RP hemishpherical bowl 1
RP lg spouted bowl 1
RP/Light RP wide mouth amphora 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,2,"DPBC/Light RP beaked jug 1
DPBC/Light RP amphora 1",0,,0,,0,0,,9,2,0,0,0,0,0,7,9,2,9,2
Episkopi Phaneromeni,South,PreBA 1,004 Total,EC II-III,0,,0,,7,"Chamber A: RP small bowl 1
Chamber B
RP beak spouted bowl 1
RP 1 handled jug 3
RP spouted amphora 1
RP amphora 1",0,,0,,1,Chamber B: Arsenical copper pin 1,0,,0,,0,,0,,0,,1,Chamber B: Spindle whorl 1,0,,0,,0,,0,0,,7,0,0,0,0,1,1,9,9,0,7,0
Episkopi Phaneromeni,South,PreBA 1,005 Total,EC II-III,0,,0,,13,"Chamber D
Incised RPSC deep bowl/tulip bowl 2
RP hemishperical bowl 4
RPSC incised jug frag 1
RP 1 handled jar 1
RP wide mouthed amphora 2
RP 1 handled jug 2
RP spouted bowl 1",2,D: Incised RPSC deep/tulip bowl 2,0,,0,,0,,0,,0,,0,,0,,1,Chamber C: Pierced stone 1,1,Chamber C: Incised BrP flask 1,0,,0,,0,0,,14,1,0,0,2,0,0,14,15,1,14,1
Episkopi Phaneromeni,South,PreBA 1,007 Total,EC II-III,0,,0,,11,"Chamber A: 
RP 1 handled bowl 1
RP hemishperhical bowl 2
RP spouted bowl 1
RP lg spouted bowl 1
RP 1 handled jug 1
Small incised jug fragment 1
Painted jug fragment?
Chamber B:
RP small 1 handled bowl 1
Dromos:
RP small hemispherical bowl 1
RP lg hemishperhical bowl 1
RP 1 handled jug 1",0,,0,,3,"Arsenical copper pin 1 (A)
Copper pin 2 (B)",0,,0,,0,,0,,0,,2,A: Incised spindle whorls 2,1,A: DPBC/Light Red Polished beaked jug 1,0,,0,,0,0,,12,1,0,0,0,3,3,16,17,1,12,1
Episkopi Phaneromeni,South,PreBA 1,009 Chambers A and B,EC II-III,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Incised spindle whorl 1,0,,0,,0,,0,0,,0,0,0,0,0,0,0,1,1,0,0,0
Episkopi Phaneromeni,South,PreBA 1,010 Total,EC II-III,0,,0,,14,"Chamber A: 
RPSC incised jug 1
RP small spouted bowl 1
RP lg 1 hand jug 1
Incised vase frag 2
RPSC incised jug frag 1
RPSC incised ear lug jug 1
RPSC incised jug 1
RPSC incised deep bowl/tulip bowl 1
Chamber B: 
RP lg 1 handled jug 1
RP small hemispherical bowl 2
RP 1 handled jug 1
RP shallow 1 handled bowl 1",0,,1,Chamber A: RP incised deep bowl/tulip bowl 1,1,Chamber A: Copper based dagger hooked tang 1,0,,0,,0,,0,,0,,1,Chamber A: Pierced stone 1,2,"Chamber B: 
BrP small incised flask 1
DPBC/Light RP miniature 1 hand juglet 1",0,,0,,0,0,,16,2,0,0,0,1,1,16,18,2,17,2
Episkopi Phaneromeni,South,PreBA 1,012 Total,EC II-III,1,RP incised flask (Import from N Coast) 1,0,,21,"Upper Layer:
RPSC jug fragment 1
RP jug 2
RP hemishperical bowl 1
RP lg bowl 3
Incised jug 1
RP 1 handled jar 1
RP lg amphora 2
RP spouted amphora 1
RP amphora 2
RP shallow spouted bowl 1
Lower Layer
RP lg spouted bowl 1
RP amphora 1
RP lg bowl 1
RP hemispherical bowl 1
RP 1 handled jug 1
RP small 1 handled jug 1",0,,0,,1,Copper based dagger 1,0,,0,,0,,0,,0,,1,Spindle whorl 1,6,"BrP incised small flask 1
DPBC/Lt Red Polished beaked jug 1
DPBC/Lt Red Polished jug 1
DPBC/Lt Red Polished spouted bowl 1
DPBC/Lt Red Polished amphora 1
DPBC/Lt Red Polished small jug 1",0,,0,,0,0,,28,6,1,0,0,1,1,23,30,7,28,7
Episkopi Phaneromeni,South,PreBA 1,"2, 10, 11, 12 complex",EC II-III,1,RP incised flask (N import) 1,0,,43,"Unslipped small hemispherical bowl 1
Incised RPSC jug 2
RP small spouted bowl 1
RP lg 1 handled jug 1
Incised vase frag 2
Incised RPSC jug 1
Incised RPSC ear lugged jug 1
Incised RPSC deep bowl/tulip bowl 1
RP lg 1 handled jug 1
RP small hemispherical bowl 2
RP 1 handled jug 1
RP shallow 1 handled bowl 1
Jug broken 1
RP 1 hand jug 2
RP shallow spouted bowl 1
RP hemishpherical bowl 1
RP lg spouted bowl 1
RP lg spouted bowl 1
RP wide mouthed amphora 1
RP lg bowl 1
RP hemispherical bowl 1
RP 1 hand jug 1 
RP small 1 hand jug 1
RPSC incised jug frag 1
RP jug with cutaway spout 1
RP hemispherical bowl 1
Incised jug 1
RP lg 1 hand jug 2
RP lg amphora 1
RP spouted amphora 1
RP wide mouthed amphora 2
RP lg bowl 3
RP lg wide mouthed amphora 1
RP shallow spouted bowl 1
(Light) RP wide mouth amphora 1",0,,1,"Large number of vessels in 12, lg bowls and serving vessels                                                                              Incised RPSC deep bowl/tulip bowl 1 (T.10)",1,"Copper based dagger  1
Copper based dagger blade hooked tang (not tested) 1",0,,0,,0,,0,,0,,1,Incised spindle whorl 1,10,"BrP small incised flask 1
BrP incised small flask 1
DPBC/Light RP miniature 1 hand juglet 1
DPBC/Light RP beaked jug 1
DPBC/Light RP amphora 1
DPBC/Light RP sm jug 1
DPBC/Light RP beaked jug 1
DPBC/Light RP wide mouth jug 1
DPBC/Light RP spouted bowl 1
DPBC/Light RP wide mouthed amphora 1",0,,0,,0,0,,54,10,1,0,0,1,1,45,56,11,55,11
Episkopi Phaneromeni,South,PreBA 2,023E,MC I,4,Black Polished bottle 4,0,,13,"RPm III jug 1
RPm III juglet 3
RPm III lg bowl 1
RPm III small bowl 2
DPBC amphoriskos 1
RPm III spouted bowl 1
DPBC juglet 1
RPm III amphora 1
RPm III dipper 1
RPm III bowl 1",0,,0,,1,Unalloyed copper- hammered and annealed spear or dagger- hooked tang (N Coast Style) 1,0,,0,,0,,0,,0,,1,"Necklace of 1,086 black, white, red beads counted as 1 object",0,,0,,2,2 pairs of earrings/picrolite serpentine counted as 2 objects,0,0,,17,0,4,0,0,3,1,17,21,4,17,4
Erimi Laonin tou Porakou,South,PreBA 2,231,ECIII-MCII,0,,0,,11,"RPIV small bowl 2
RPIV small spouted bowl 1
RPIV basin 1
RPIII spouted basin 1
RPIII gourd juglet 1
RP juglet 1
RPW cooking vessel 2
RP jar 1
RPIII jar 1",0,,0,,0,,0,,0,,0,,1,BP spindle whorl 1,0,,6,RP spindle whorl 6,0,,0,,2,"Picrolite disk with radial motif 1
Picrolite disk undecorated 1",0,0,,11,0,1,0,0,2,0,19,20,1,11,1
Erimi Laonin tou Porakou,South,PreBA 2,232,ECIII-MCII,0,,0,,10,"RP small bowl 2
RP spouted basin 1
RPIII jug 2
RPIII jug with snake motif 1
RPIII juglet 3
RPIII amphora 1",1,RPIII jug with snake motif 1,0,,1,Copper based awl 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,10,0,0,0,1,1,1,11,11,0,10,0
Kalavasos,South,PreBA 2,1,MC,2,Black Polished spindle whorl 2,0,,7,"RPm bottle 1
RPm small bowl 3
RPm jug with crescent relief 1
RPm jug 2",1,RPm jug with crescent relief 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,9,0,2,0,1,0,0,7,9,2,9,2
Kalavasos,South,PreBA 2,3,EC III,0,,0,,16,"RPm jug with snake relief 4
RPm amphora 2
RPm amphora with snake relief 2
RPm small bowl 3
RPm lg bowl with horn pattern 3
RPm lg bowl with snake relief 1
RPm lg bowl 1",10,"RPm jug with snake relief 4
RPm amphora with snake relief 2
RPm lg bowl with horn pattern 3
RPm lg bowl with snake relief 1",0,Most pots are of a large size,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,16,0,0,0,10,0,0,16,16,0,16,0
Kalavasos,South,PreBA 2,4,EC III,0,,0,,10,"RPm amphora 2
RPm lg bowl 3
RPm juglet 2
RPm small amphora 1
RPm jug 2",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,10,0,0,0,0,0,0,10,10,0,10,0
Kalavasos,South,PreBA 2,5,MC,1,Black Polished small bowl 1 (2nd burial),0,,56,"Lower burial: 24 total
RPm jug 3
RPm small bowl 10
RPm amphora 3
RPm bowl 2
RPm juglet 5
RPm lg bowl 1
Middle Burial: 14
RPm juglet 8
RPm bowl 1 
 RPm small bowl 3
RPm amphora 2
Upper burial: 16
RPm amphora 2
RPm lg bowl 3
RPm small bowl 4
RPm jug 6 some with snake and crescent relief 
RPm bowl 1
Dromos: 2
RPm small bowl 2",4,"RPm jugs with crescent relief 1
RPm jugs with snake and crescent relief ~3",0,"Large number of vessels per burial for lower, middle and upper burials, above the average for the cemetery and large pots",3,"Pair of copper ornaments 1 (2nd burial) for hair
Copper ornament 2 (2nd burial) for hair",0,,0,,0,,0,,2,"Blue paste (faience) necklace of 108 beads counted as 1 object + 5 other beads (2nd burial)
Necklace of 2 strings of red, black, white or blue paste beads (2nd burial) with bone and ""steatite spacers""",0,,0,,0,,1,Steatite spacers in necklace likely picrolite,0,0,,57,0,1,2,4,4,3,60,63,3,57,1
